news_title,Lables,news_date,country,fact_checking_source
 CDC announces thennew coronavirus can survive on surfaces for up to 17 days.,FALSE,3/25/2020, Turkey, Teyit
 Turkey map on Wikipedia shows the provinces in which COVID-19 cases are diagnosed.,FALSE,3/25/2020, Turkey, Teyit
 Video shows Italians drinking chrism together against the outbreak.,FALSE,3/25/2020, Turkey, Teyit
 Video shows Turkish citizens leaving food packets on the road for the poor during the outbreak.,FALSE,3/25/2020, Turkey, Teyit
 Spanish doctor says they give the ventilators to younger people.,FALSE,3/25/2020, Turkey, Teyit
 Viral WhatsApp message claims Netflix is giving free passes to their platform during this period of isolation.,FALSE,3/25/2020, Nigeria, Dubawa
 Image of police punishing people in Indian state of Assam for violating the curfew.,PARTLY TRUE,3/25/2020, India, The Quint
" Pakistanâ€™s leading scholar Mufti Naeem suffers from coronavirus. A few days ago, he refused to close madrasas and mosques.",FALSE,3/25/2020, India, Newschecker
" Indian Singer Kanika Kapoor met Prince Charles, after which he tested positive for coronavirus.",FALSE,3/25/2020, India, The Quint
 Italian doctor couple diagnosed with coronavirus.,FALSE,3/25/2020, India, The Quint
 An open letter from Bill Gates,FALSE,3/25/2020, Taiwan, Taiwan FactCheck Center
 A U.S. railway car has carried the word â€œCOVID-19â€,FALSE,3/25/2020," Spain, United States, France", Newtral.es
 The University of Barcelona will approve its students if classes are suspended for more than a month.,FALSE,3/25/2020, Spain, Newtral.es
 â€œFood contributionâ€ campaign using the UN logo.,FALSE,3/25/2020," Spain, Colombia, Mexico", Newtral.es
 Study from Queensland Australia says that banana a day prevents COVID-19 because of vitB6.,FALSE,3/15/2020," Middle East, North Africa", Fatabyyano
" President Vucic claimed that according to the EU decisions, Serbia cannot import medicial equipment from the EU countries.",MOSTLY FALSE,3/15/2020, Serbia, Istinomer
" Drugs used against malaria (Hydroxychloroquine, Azithromycin) can cure COVID-19.",HALF TRUTH,3/15/2020, Thailand, Sure And Share Center MCOT
 You can test a quality of reusable mask blowing a lighter as you wear it.,FALSE,3/15/2020, Thailand, Sure And Share Center MCOT
 Footballer Ronaldo is turning his hotels into COVID-19 hospitals.,FALSE,3/15/2020, South Africa, AfricaCheck
" No coronavirus in Nigeria yet, according to pastor.",FALSE,3/15/2020, Nigeria, AfricaCheck
 Cristiano Ronaldo is going to transform his hotels into hospitals.,FALSE,3/15/2020, Portugal, Observador
 Having a patent on a virus means we have created the virus.,FALSE,3/15/2020, Canada, DÃ©tecteur de rumeurs
 This video shows Italian People greetings and clapping for China during the COVID-19 emergency.,FALSE,3/15/2020," Italy, China", Pagella Politica
" Nostradamus, predicted the current COVID-19 pandemic.",FALSE,3/15/2020, Canada, DÃ©crypteurs - Radio-Canada
" State of emergency begins on Tuesday, the 17th, according to article 116 of the Constitution",FALSE,3/15/2020, Colombia, Colombiacheck
 Quarantine may last for several years.,Misleading,3/15/2020, Ukraine, VoxCheck
" â€œAmoxiâ€ Capsule, made in US, is the only medicine that can completely cure COVID-19.",FALSE,3/15/2020, Thailand, Sure And Share Center MCOT
 Did genetic mutations cause the coronavirus to become more dangerous.,Partially true,3/15/2020, United States, LeadStories
" A photo claimed that military vehicles are combating COVID-19 in Palermo, Italy.",Partially false,3/14/2020, Lithuania, 15min.lt
" 14 points that are expert advice on coronavirus, including symptoms, prevention and how it spreads",Misleading,2/29/2020," Canada, United States, United Kingdom", AFP
 Mongolia donates 30000 sheep to china during the virus epidemic,Misleading,2/29/2020, China, AFP
 Volcanic ash can kill the coronavirus.,FALSE,2/29/2020, Philippines, AFP
" Germany gave medical protection equipment like masks to China, now itâ€™s missing in Germany.",Correct,2/29/2020, Germany, Correctiv
 The coronavirus is more dangerous for animals than for humans.,Unproven,2/29/2020, Germany, Correctiv
 A Video shows people storming a Aldi supermarket to buy groceries because of Coronvirus fear.,FALSE,2/29/2020, Germany, Correctiv
 This virus must be old because a bottle of disinfectant from 2015 shows â€žcoronavirusâ€œ.,FALSE,2/29/2020, Germany, Correctiv
 Local news channel in Ecuador confirms more people are infected with coronavirus.,FALSE,2/29/2020, Ecuador, Ecuador Chequea
 Health Ministry in Ecuador confirms 3 new cases of coronavirus.,FALSE,2/29/2020, Ecuador, Ecuador Chequea
 Pope Francis is infected with coronavirus.,FALSE,2/29/2020, Ecuador, Ecuador Chequea
 Drinking warm water or tea could prevent contagions.,FALSE,2/29/2020, Venezuela, Efecto Cocuyo
 Doctors Recommend Carbon Filter Face Masks To Prevent coronavirus Spread.,FALSE,2/29/2020, United States, LeadStories
 Garlic water can treat coronavirus.,FALSE,2/29/2020, Spain, Maldita.es
 Pangolin is the original cause of the COVID-19.,FALSE,2/29/2020, Spain, Maldita.es
 Russia announces the closure of airspace and suspension of all its incoming and outgoing flights to China.,Misleading,2/29/2020, India, Newschecker
 A second version of the coronavirus is spreading and it is far more dangerous.,PARTLY FALSE,3/9/2020, France, Les DÃ©codeurs
 This laboratory is giving money to people who would agree to be infected with the coronavirus SARS-CoV-2.,FALSE,3/9/2020, France, Les DÃ©codeurs
 Says 80% of novel coronavirus cases are â€œmild.â€,MOSTLY TRUE,3/9/2020, United States, PolitiFact
 â€œCoronavirus â€” 22. Clintons â€” 39.â€,PANTS ON FIRE,3/9/2020, United States, PolitiFact
" The Mayor of Skopje, Shilegov returned from Madrid three days ago, and the government had passed a decree requiring all passengers from Spain to be tested for coronavirus and placed in a 14-day quarantine.",FALSE,3/9/2020, North Macedonia, Vistinomer
 Availability of a kit for coronavirus self-diagnosis in Italy.,Misleading,3/9/2020, Italy, Effecinque - SkyTg24
 Availability of a kit for coronavirus self-diagnosis.,Misleading,3/9/2020, Italy, Effecinque - SkyTg24
 Zinc Lozenges was proved as a protection to COVID-19.,FALSE,3/9/2020, Thailand, Sure And Share Center MCOT
 This photo purports to show the novel coronavirus.,FALSE,3/8/2020, Indonesia, AFP
 Drinking warm water with lemon protects against the novel coronavirus.,FALSE,3/8/2020," Australia, India, South Africa, Ivory Coast", AFP
" The Colombian government is closing the border with Venezuela, even though they said theyâ€™re not going to do it",Partially false,3/8/2020, Colombia, Colombiacheck
 A person fainted in Caliâ€™s bus terminal because of COVID-19.,FALSE,3/8/2020, Colombia, Colombiacheck
" The mayor of Buga, Valle del Cauca, said",FALSE,3/8/2020, Colombia, Colombiacheck
 Hot air from hair dryers can kill coronavirus.,FALSE,3/8/2020, India, FactCrescendo
 States Are Imposing Mandatory Leave And Statewide School Closures Due To coronavirus.,Misleading,3/8/2020, United States, LeadStories
 â€œSo let me get this straight about this virus. Itâ€™s â€œnewâ€ yet it was lab created and patented in 2015 (in development since 03â€™).,(Org. doesn't apply rating),1/24/2020, United States, FactCheck.org
 â€œSo let me get this straight about this virus. Itâ€™s â€œnewâ€ yet it was lab created and patented in 2015 (in development since 03â€™).,(Org. doesn't apply rating),1/24/2020, United States, FactCheck.org
 A Chinese woman from Wuhan arrived in France with suspected symptoms of coronavirus.,Misleading,1/24/2020, France, franceinfo
 That a 2015 research article about a lab-made coronavirus referred to the current outbreak.,Context,1/24/2020, United States, LeadStories
" That the China-centered coronvirus had infected 2.8 million people and killed 112,000.",Not true,1/24/2020, United States, LeadStories
" Thereâ€™s a â€˜coronavirus patentâ€™, FEMA â€˜proposes martial lawâ€™, Gates Foundation predicted virus, â€˜funded group who owns virus patentâ€™, coronavirus was â€˜created in a labâ€™ as a â€˜bioweapon for population controlâ€™",FALSE,1/24/2020, United States, PolitiFact
" â€œConfirmed casesâ€ of the novel coronavirus or 2019 nCoV were recorded at the Philippine Bank of Communications (PBCom) Tower in Makati City, according to a message that circulated Friday, January 24.",FALSE,1/24/2020, Philippines, Rappler
 There is a first case in Venezuela in the Bolivar state.,FALSE,1/23/2020, Venezuela, Efecto Cocuyo
 â€œ[The coronavirus is] â€œnewâ€ yet it was lab-created and patented in 2015â€.,Inaccurate,1/23/2020, United States, Science Feedback
 Saline solution can kill coronavirus.,FALSE,1/22/2020, China, AFP
 The post claims that yoy have to wear a disposable mark blue side out if you are sick and white side out if you are not.,FALSE,1/22/2020, Sri Lanka, AFP
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 â€œThereâ€™s magically already a vaccine available.â€,Not true,1/22/2020, United States, LeadStories
 Warning,FALSE,1/22/2020, Italy, Pagella Politica
 Russian scientists have a cure for fighting the new Chinese virus.,Clickbait / disinformation,1/22/2020," Bosnia and Herzegovina, Serbia", Raskrinkavanje
 â€œEvery election year has a diseaseâ€ â€¦ SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,FALSE,2/28/2020, United States, PolitiFact
 COVID-19 is just a big flu.,FALSE,2/28/2020, France, Les DÃ©codeurs
 It is better to shave your beard to avoid being infected by the coronavirus.,FALSE,2/28/2020, France, Les DÃ©codeurs
 Chinese experts warns about a scars in lung made by COVID-19. This is more severe than SARS 17 years ago.,FALSE,2/28/2020, Thailand, Sure And Share Center MCOT
 The German government made a â€œsecret planâ€ about coronavirus in 2012 that foretold the pandemic.,Partially false,2/28/2020, Germany, Correctiv
" Video showing Chinese officials detaining infected citizen, who refused to be checked.",FALSE,2/27/2020, Lithuania, 15min.lt
" A text post with instructions from â€œa Lithuanian doctorâ€, giving advice to potentially infected with coronavirus",FALSE,2/27/2020, Lithuania, 15min.lt
 Health authorities say shaving beard protect from CoV.,Misleading title,2/27/2020, France, AFP
 Airport in Karachi suspends all international arrivals during coronavirus epidemic.,FALSE,2/27/2020, Pakistan, AFP
 Holding your breath can test for COVID-19.,FALSE,2/27/2020," Colombia, India, Nigeria, Philippines", AFP
 Chloroquine cures CoV.,Misleading title,2/27/2020, France, AFP
" This video of a person infected with coronavirus being detained by the police is not real, itâ€™s a drill.",FALSE,2/27/2020, Argentina, Chequeado
 A case of coronavirus in the Argentine province of Santiago del Estero was confirmed,FALSE,2/27/2020, Argentina, Chequeado
 A case of coronavirus in the Argentine province of Chaco was confirmed,FALSE,2/27/2020, Argentina, Chequeado
 Argentinian doctor discovered a vaccine against coronavirus in Spain,FALSE,2/27/2020, Argentina, Chequeado
" A television news report about a US biotech company has been viewed thousands of times on Facebook alongside a claim that the company successfully created a vaccine for the novel coronavirus, COVID-19, within â€œthree hoursâ€.",misleading,3/6/2020, Thailand, AFP
 Bloggers say Nancy Pelosi delayed coronavirus funding so â€œDems could campaign on it.â€,MOSTLY FALSE,3/6/2020, United States, PolitiFact
" If the coronavirus gets in your mouth, â€œdrinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy â€¦ your stomach ACID will kill all the virus.â€",FALSE,3/6/2020, United States, PolitiFact
 â€œAnybody that wants a test (for the coronavirus) can get a test.â€,PANTS ON FIRE,3/6/2020, United States, PolitiFact
 Pope Francis contacted coronavirus.,Mostly False,3/6/2020, India, India Today
" Coronavirus test costs US$ 3,000 in US.",FALSE,3/6/2020, Brazil, EstadÃ£o Verifica
 A WhatsApp message suggests holding the breath during 10 seconds and drink water every 15 minutes are effective methods fighting coronavirus.,FALSE,3/6/2020, Spain, Newtral.es
 Monkeys are stealing food from a hospital in South Africa.,FALSE,3/5/2020, South Africa, AFP
 A Shaheen Bagh protest in India was claimed to have coronavirus.,FALSE,3/5/2020, India, BOOM FactCheck
 Chinese government is killing people who refuse to be evacuated.,FALSE,3/5/2020, Colombia, Colombiacheck
" A herbal tea can cure symptoms of coronavirus, even if it is a bioterrorism weapon.",FALSE,3/5/2020, Venezuela, Efecto Cocuyo
 A brothel in Spain was under quarantine.,FALSE,3/5/2020, Brazil, EstadÃ£o Verifica
 Runny nose and coughing sputum suggest that one does not have COVID-19. They are not symptoms of COVID-19.,FALSE,3/5/2020, India, Factly
 Precautionary measures suggested by the UNICEF.,FALSE,3/5/2020, India, Factly
 Medical book states that coronavirus is just a common cold.,FALSE,3/5/2020, Croatia, Faktograf
" The parks of Adra, in Spain, are being fumigated with poison.",FALSE,3/19/2020, Spain, Newtral.es
 Drinking water every 15 minutes helps to avoid the contagion of cononavirus.,FALSE,3/19/2020, Peru, OjoPÃºblico
" Katy Perry, Madonna and Black Sabbath shared videos of Italyâ€™s flash mob with fake audio.",Misleading,3/19/2020, Italy, Pagella Politica
 Coronavirus stays in throat for four days before arriving lungs. Gargling with salt water or vinegar kills the coronavirus.,FALSE,3/19/2020, Taiwan, Taiwan FactCheck Center
 A magic remedy to prevent COVID-19,FALSE,3/19/2020, Taiwan, Taiwan FactCheck Center
 Remedy recipe,FALSE,3/19/2020, Taiwan, Taiwan FactCheck Center
 Video shows how American soldiers spread coronavirus during 7th CISM Military World Game in Wuhan.,FALSE,3/19/2020, Taiwan, Taiwan FactCheck Center
 Italians played the Chinese national anthem to thank China. People yelled â€œGrazie Cinaâ€.,FALSE,3/19/2020, Taiwan, Taiwan FactCheck Center
 A dog in Hong Kong died of COVID-19.,FALSE,3/19/2020, Turkey, Teyit
 Video shows a balcony party in the Turkish capital Ankara due to quarantine.,FALSE,3/19/2020, Turkey, Teyit
 Korean series My Secret Terrius predicted the outbreak in advance.,FALSE,3/19/2020, Turkey, Teyit
 Sitting in the sunlight will help cure coronavirus.,Misleading,3/19/2020, India, The Quint
 China recognizes Palestinian doctor as discoverer of Corona COVID-19 virus vaccine,FALSE,3/19/2020, Indonesia, TEMPO
 Drinking water every 15 minutes helps to avoid the contagion of cononavirus.,FALSE,3/19/2020, Peru, OjoPÃºblico
 An audio message shared by Whatsapp users affirms that COVID-19 dies at 27Â° Celsius.,FALSE,3/19/2020, Peru, Convoca.pe
" In Poland, people who are not insured have to pay for medical test for coronavirus, so if they canâ€™t afford it, they will spread it.",FALSE,2/25/2020, Poland, Demagog
 China needs coronavirus SWAT (special weapons and tactics) police team to arrest this drop dead virus victim.,FALSE,2/25/2020, India, FactCrescendo
 The claim that the book The Eyes of Darkness predict the spread of coronavirus in 1981.,FALSE,2/25/2020, Iran, Factnameh
 The name coronavirus on disinfecting spray can reaffirms that the virus was known before the outbreak and might be planned.,FALSE,2/25/2020, Iran, Factnameh
 Coronavirus is bioweapon leaked from Wuhan lab.,FALSE,2/25/2020, United States, LeadStories
 Bats that hide under Wuhan rooftops caused the COVID-19 outbreak.,FALSE,2/25/2020, Spain, Newtral.es
 Video of a road traffic control in China to detect people infected with coronavirus.,Partially false,2/25/2020, Spain, Maldita.es
 Coronavirus patients are being â€œcremated aliveâ€ in China.,FALSE,2/25/2020, United States, PolitiFact
" Evidence indicates COVID-19 virus escaped a Chinese lab that was researching it, thus causing the outbreak.",Incorrect,2/25/2020, United States, Science Feedback
 It is a weird and unusual year. An ice tsunami occurred on Xingkai Lake in Heilongjiang.,FALSE,2/25/2020, Taiwan, Taiwan FactCheck Center
 An armored vehicle was so full of corpses so that it slipped off a trailer.,FALSE,2/25/2020, Taiwan, Taiwan FactCheck Center
 The DPP (Democratic Progressive Party) politician Wang Shijian said that Taiwan has more than 500 confirmed cases.,FALSE,2/25/2020, Taiwan, Taiwan FactCheck Center
 Vaccine for COVID-19 has been found.,FALSE,2/25/2020, Turkey, Teyit
 Said the mortality rate for the flu is â€œright aroundâ€ that of the new coronavirus,FALSE,2/25/2020, United States, PolitiFact
 The Chinese accept Islam en masse (20 millions).,FAKE,2/25/2020," Kazakhstan, Kyrgyzstan", Factcheck.kz
 These are measures that supposedly protect from novel coronavirus.,Misleading,2/25/2020, Sri Lanka, AFP
 Infected taxi driver demands money from his government otherwise heâ€™ll infect others.,FALSE,2/25/2020, Nigeria, AFP
 Trump claims that virus is under control and testing is available.,FALSE,2/25/2020, United States, Washington Post Fact-Checker
 A book by D.Koontz (The Eyes of Darkness) predicted COVID-19 in 1981.,FALSE,2/24/2020, Lithuania, 15min.lt
 Chinese people convert to islam because of cov.,FALSE,2/24/2020, Indonesia, AFP
 Radio host Rush Limbaugh compares novel coronavirus to â€˜common coldâ€™.,Misleading,2/24/2020, United States, AFP
 Cov case in Uttar Pradesh district.,FALSE,2/24/2020, India, AFP
 Shoppers in China storm supermarket after cov outbreak.,Misleading,2/24/2020, Singapore, AFP
 A Chinese SWAT Team takes down a coronavirus suspect,FALSE,2/24/2020, India, BOOM FactCheck
 A 1981 book predicted the coronavirus outbreak.,Partly misleading,2/24/2020, Spain, Maldita.es
 The link between COVID-19 and 5G is being hidden.,FALSE,2/24/2020, Croatia, Faktograf
" 2 coronavirus Sars-Cov-2 cases in Bovalino (Reggio Calabria, Italy).",Fake,2/24/2020, Italy, Pagella Politica
" Coronavirus Sars-Cov-2 in Santâ€™Egidio (Abruzzo, Italy).",Fake,2/24/2020, Italy, Pagella Politica
" Coronavirus Sars-Cov-2 sites in Parabiago e Nerviano (Lombardia, Italy)",Fake,2/24/2020, Italy, Pagella Politica
 Coronavirus Sars-Cov-2 at Bosch company in Bari (Puglia) because Chinese people visited the week before.,Fake,2/24/2020, Italy, Pagella Politica
 This is a video that was supposedly developed by the Ecuadorian Health Ministry to encourage people to wash constantly their hands.,FALSE,3/3/2020, Ecuador, Ecuador Chequea
 An image of a tweet that purportedly shows Senate Minority Leader Chuck Schumer criticized President Trumpâ€™s restrictions on foreign nationals traveling to the US from China.,FALSE,3/3/2020, United States, FactCheck.org
 The government â€” or specific states such as Michigan or Florida â€” has mandated that employers and schools close for two weeks.,FALSE,3/3/2020, United States, FactCheck.org
 Pope Francis and his 2 aides have infected with COVID-19.,FALSE,3/3/2020, United States, FactCheck.org
 CDC recommends men shave their beards to protect against coronavirus.,FALSE,3/3/2020, Spain, Newtral.es
 A Bovine Vaccine Can Be Used To Inoculate People Against coronavirus.,FALSE,3/3/2020, United States, LeadStories
 Patents Mean Deadly Diseases And Viruses Were Created Or Invented In A Lab.,FALSE,3/3/2020, United States, LeadStories
 You canâ€™t get infected by kissing the hands of a virgin or saint statue.,FALSE,3/3/2020, Spain, Maldita.es
 An audio clip circulating on Facebook claiming that Kenya has recorded 63 cases of COVID-19.,FALSE,3/3/2020, Kenya, PesaCheck
 Pope Francis and two of his aides have infected with COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Japanese Asahi Shimbun TV,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 A study published by two Chinese research institutions suggested that human semen can cure COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Spices can ward off Corona Virus,Misleading,3/3/2020, Indonesia, TEMPO
 Coronavirus can be transmitted through imported goods,FALSE,3/3/2020, Indonesia, TEMPO
 Coronavirus dies in temperatures 26-27 degrees and when exposed to sunlight?,FALSE,3/3/2020, Indonesia, TEMPO
 An audio message shared by Whatsapp users affirms that COVID-19 dies at 27Â° Celsius.,FALSE,3/19/2020, Peru, Convoca.pe
" A purported advisory has been shared repeatedly in multiple Facebook, Twitter and WhatsApp posts that claims a disinfectant will be sprayed into the air overnight in India in an effort to kill the novel coronavirus, COVID-19. The posts urge residents to remain indoors during the spraying.",FALSE,3/19/2020, India, AFP
 The quarantine will last until the end of May in Ukraine.,FALSE,3/19/2020, Ukraine, VoxCheck
 Indian City Bangalore Municipal Corp. requested people to stay at home and lock down houses as they will be spraying medicine to kill coronavirus.,FALSE,3/19/2020, India, FactCrescendo
 Shoes are an important vector for the transmission of coronavirus.,FALSE,3/19/2020, Canada, DÃ©crypteurs - Radio-Canada
 Drinking water every 15 minutes prevents the coronavirus.,FALSE,3/19/2020, Brazil, EstadÃ£o Verifica
 Using a non-dominant hand to open doors is a way to prevent coronavirus.,FALSE,3/19/2020, Brazil, EstadÃ£o Verifica
 Italian prime minister cries because there is nothing they can do to treat COVID-19 and the situation is out of control.,FALSE,3/19/2020," Middle East, North Africa", Fatabyyano
" A WhatsApp message said that Coronavirus has pH range 5.5 to 8.5; hence, people can counteract its effect by consuming fruits to neutralise the pH activity.",FALSE,3/19/2020, Nigeria, Dubawa
 Tank engine apparently freighting coronavirus. Image showing a tank engine with â€˜COVID-19â€™ stenciled on the side.,FALSE,3/19/2020, Denmark, TjekDet.dk
 Coronavirus vaccine just around the corner. Numerous Danish news reports stating that all kinds of vaccines are just about ready.,misleading,3/19/2020, Denmark, TjekDet.dk
 Add â€˜ICEâ€™ (in case of emergency) to your phone contacts so paramedics will know who to call. Old chain letter on Facebook going viral again during the coronavirus epidemic.,FALSE,3/19/2020, Denmark, TjekDet.dk
 A Whatsapp message that pretends to be from the German Robert Koch Institute advises to take 100 grams of alcohol a day because this would help to desinfect the throat and kill the coronavirus.,FALSE,3/19/2020, Germany, Correctiv
 Claim that Sweden has refused to fight Coronavirus.,FALSE,3/19/2020, Georgia, FactCheck Georgia
 The UNHCR said â€˜migrants and illegalsâ€™ in Malaysia were resisting COVID-19 testing.,FALSE,3/18/2020, Malaysia, AFP
" Javier Ortega Smith, from VOX, has said that he prefers to be infected by the new coronavirus than to â€œhave homosexualismâ€.",FALSE,3/18/2020, Canada, AFP
" This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.",FALSE,3/18/2020, France, AFP
 This photo shows French nurses holding a sign to denounce police violence.,FALSE,3/18/2020, France, AFP
 Facebook post claiming that French animal shelters â€œare overwhelmed by the abandonment of dogs and cats due to the coronavirusâ€.,FALSE,3/18/2020, France, AFP
 Claim that the coronavirus was created and patented in a French institute (Institut Pasteur).,FALSE,3/18/2020, France, AFP
" Rodrigo Maia, president of the lower house of the Congress in Brazil, voted a law that forbids the president to close borders.",FALSE,3/18/2020, Brazil, AgÃªncia Lupa
 â€œCoronavirus victims are buried in the morning this Wednesday in Italy. Rest in peace.â€,FALSE,3/18/2020, Brazil, AgÃªncia Lupa
" Goats in Ajmer, Rajasthan were found to be COVID-19 positive.",FALSE,3/18/2020, India, BOOM FactCheck
 Indian cricketer Sachin Tendulkar asked for meat shops to be banned in lieu of COVID-19.,FALSE,3/18/2020, India, BOOM FactCheck
 COVID-19 passengers being disembarked at Senegal airport.,FALSE,3/18/2020, India, BOOM FactCheck
 The COVID-19 has been invented by a big French public medical institute (Institut Pasteur).,FALSE,3/18/2020, France, CheckNews
 Helicopters of the Argentine Air Force will spray disinfectant against the coronavirus.,FALSE,3/18/2020, Argentina, Chequeado
 Christine Lagarde said,FALSE,3/18/2020, Argentina, Chequeado
" Cali in Colombia is going to be quarantined; for 14 days all commerce, supermarkets, shopping malls will be closed, no one can enter or leave by land or by plane.",FALSE,3/18/2020, Colombia, Colombiacheck
" A photo shows coffins of people who died because of coronavirus in Italy, and that the virus is dangerous and you should stay inside.",Mostly false,3/18/2020, Germany, Correctiv
 The spread of COVID-19 can be prevented with a â€œhome-made vaccineâ€ based on fruits and other ingredients.,FALSE,3/18/2020, Spain, EFE Verifica
 A hospital in Murcia in Spain has made a citizen appeal to make surgical masks.,FALSE,3/18/2020, Spain, EFE Verifica
" A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook, Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic.",FALSE,3/18/2020, Thailand, AFP
 All fruit and vegetable markets in the Indian city of Chennai and across the state of Tamil Nadu have been ordered to close in an effort to curb the spread of the novel coronavirus.,FALSE,3/18/2020, India, AFP
 Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train.,Misleading,3/18/2020," Hong Kong, China", Annie Lab
 List of first COVID-19 patients in Guatemala with their personal information.,Explanatory,3/18/2020, Guatemala, Agencia Ocote
" As the US government moved to approve a $2 trillion stimulus package to address the impact of the novel coronavirus outbreak, a short block of text outlining Canadaâ€™s alleged response to the outbreak flourished on social media.",Misleading,3/18/2020, United States, AFP
" The Social Security System (SSS) in the Philippines â€œapproved financial aid worth P20,000 for every member,â€ to assist those affected by the novel coronavirus pandemic.",FALSE,3/18/2020, Philippines, Rappler
" â€œChina is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and thatâ€™s why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.â€",FALSE,3/18/2020, United States, PolitiFact
 Five Helicopters will spray disinfectants into the air to eradicate the coronaviruses.,FALSE,3/18/2020, Taiwan, Taiwan FactCheck Center
" President Donald Trump tweeted, â€œI ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldnâ€™t think of offending you with a check if Iâ€™m not your president! #MAGAâ€",FALSE,3/18/2020, United States, PolitiFact
" President Donald Trump said, â€œPeople are dying who have never died before.â€",FALSE,3/18/2020, United States, PolitiFact
" The coronavirus â€œsnuck up on us,â€ adding that it is â€œa very unforeseen thing.â€",FALSE,3/18/2020, United States, PolitiFact
" 2019 coronavirus can live for â€œup to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.â€",MOSTLY TRUE,3/18/2020, United States, PolitiFact
 Chennai municipal corporation has asked all vegetable and fruit markets to shut down.,FALSE,3/18/2020, India, India Today
 A video shows a family killed by the coronavirus amid Chinaâ€™s multi-city lockdown.,FALSE,2/13/2020, Hong Kong, Annie Lab
 Weed kills coronavirus.,FALSE,2/13/2020, India, Vishvas News
 There is a Cuban drug used in China against the coronavirus.,FALSE,2/13/2020, Venezuela, Efecto Cocuyo
" The Chinese news website Tencent filters that there are more than 24,000 deaths from coronavirus.",FALSE,2/13/2020, Spain, Maldita.es
 Claims of cannibalism in China. People are cutting a baby in order to eat it.,FALSE,2/13/2020, Spain, Maldita.es
" A person with coronavirus in Calella, Barcelona (February 13th).",FALSE,2/13/2020, Spain, Newtral.es
" Chinese government requests the Supreme Peopleâ€™s Court for permission to kill 20,000 coronavirus patients to stop the spread of the disease",FALSE,2/13/2020, Kenya, PesaCheck
 Bats responsible for the outbreak of coronavirus originated from the rooftop of a house in Wuhan.,mostly false,2/13/2020, India, India Today
 Philippines has issued an order mandating a compulsory quarantine for all travellers returning from 23 countries.,FALSE,2/12/2020, Philippines, AFP
 USPS stops accepting items for China and HK.,Misleading,2/12/2020, Hong Kong, AFP
 Black people are more resistant to Cov.,FALSE,2/12/2020, Senegal, AFP
 The Pinol brand of disinfectant is the solution to the coronavirus.,Partially false,2/12/2020, Mexico, Animal PolÃ­tico
" In Japan, Okinawa Prefecture Governor Tamaki Denny was seen Kachashi dancing with the mayor of Nanjo City. It was reported that â€œthe governor and the mayor danced while the people were terrified about the new coronavirus infection.â€",FALSE,2/12/2020, Japan, BuzzFeed Japan
" In a voice note, a pilot greets from the airport of San JosÃ© del Guaviare and says that he is in quarantine along with other people, between 18 and 22, who arrived in that city by plane and there they were diagnosed that they were infected by coronavirus.",FALSE,2/12/2020, Colombia, Colombiacheck
 China orders citizens to abandon/kill their pets as they can transmit coronavirus.,Misleading,2/12/2020, Spain, Maldita.es
 China planned coronavirus.,FALSE,3/18/2020, Brazil, EstadÃ£o Verifica
 SÃ£o Paulo city hall schedules coronavirus tests by phone.,FALSE,3/18/2020, Brazil, EstadÃ£o Verifica
 Wash your throat with salted water and apple vinegar to cure COVID-19.,FALSE,3/18/2020, Croatia, Faktograf
" Spanish scientist (and former minister for agriculture) says that people should go to Ronaldo or Messi for the cure, as they are better paid.",FALSE,3/18/2020, Croatia, Faktograf
 Evidence shows the WHO director-general overstated COVID-19 fatality rate,Misleading,3/18/2020, United States, LeadStories
 5G Technology believed to have caused the coronavirus.,FALSE,3/18/2020, United States, LeadStories
" In Ecuador, Maritza FrÃ­as, former director of the TeÃ³filo DÃ¡vila Hospital in Machala, and Mauro Calle, former manager of this health center, concealed official figures of those infected.",FALSE,3/18/2020, Ecuador, Ecuador Chequea
 Coronavirus phase 4 involves war code.,FALSE,3/18/2020, Ecuador, Ecuador Chequea
" France will pay rent, light and gas during quarantine for its citizens.",FALSE,3/18/2020, Spain, Newtral.es
